country,population_estimation_2020,month_year,vaccines,total_vaccinations,people_vaccinated,people_fully_vaccinated,monthly_vaccinations_raw,monthly_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,monthly_vaccinations_per_million
Guinea,13191279,2021-08,Sputnik V,1223951,831183,392768,202925,301859,9.07,6.16,2.91,22367
Guinea,13191279,2021-09,Sputnik V,1806301,1227490,578811,149139,613177,13.38,9.09,4.29,45429
Guinea,13191279,2021-10,Sputnik V,2247181,1513854,733327,109643,460576,16.65,11.22,5.43,34125
Guinea,13191279,2021-11,Sputnik V,2459403,1658464,800939,30720,244779,18.22,12.29,5.93,18133
Guinea,13191279,2021-12,Sputnik V,2952253,2026767,925486,226626,391552,21.87,15.02,6.86,29009
Guinea,13191279,2022-01,Sputnik V,4749322,3523346,1874073,497023,1866888,35.19,26.1,13.88,138315
Guinea,13191279,2022-02,Sputnik V,4964952,3531742,1875830,9051,196721,36.78,26.17,13.9,14579
Guinea-Bissau,1975718,2021-05,"Oxford/AstraZeneca, Sinopharm/Beijing",5889,5889,0,0,9025,0.29,0.29,0,4484
Guinea-Bissau,1975718,2021-06,"Oxford/AstraZeneca, Sinopharm/Beijing",22883,21855,1028,0,9154,1.14,1.08,0.05,4549
Guinea-Bissau,1975718,2021-07,"Oxford/AstraZeneca, Sinopharm/Beijing",25225,24000,1225,0,4848,1.25,1.19,0.06,2412
Guinea-Bissau,1975718,2021-08,"Oxford/AstraZeneca, Sinopharm/Beijing",31090,28097,2993,0,14056,1.54,1.39,0.15,6974
Guinea-Bissau,1975718,2021-09,"Oxford/AstraZeneca, Sinopharm/Beijing",94715,87231,7484,0,61415,4.7,4.33,0.37,30472
Guinea-Bissau,1975718,2021-10,"Oxford/AstraZeneca, Sinopharm/Beijing",139369,127719,11650,0,31523,6.91,6.34,0.58,15639
Guinea-Bissau,1975718,2021-11,"Oxford/AstraZeneca, Sinopharm/Beijing",368395,349317,19078,1658,233674,18.28,17.33,0.95,115939
Guinea-Bissau,1975718,2021-12,"Oxford/AstraZeneca, Sinopharm/Beijing",413938,390794,23144,0,45571,20.54,19.39,1.15,22611
Guinea-Bissau,1975718,2022-01,"Oxford/AstraZeneca, Sinopharm/Beijing",423400,396327,24133,0,11299,21.01,19.66,1.2,5606
Guinea-Bissau,1975718,2022-02,"Oxford/AstraZeneca, Sinopharm/Beijing",556675,514401,338139,0,131583,27.62,25.52,16.78,65284
Guinea-Bissau,1975718,2022-03,"Oxford/AstraZeneca, Sinopharm/Beijing",558351,515764,339123,0,1034,27.7,25.59,16.83,513
Guyana,787215,2021-02,"Oxford/AstraZeneca, Sputnik V",1852,1852,0,0,3994,0.23,0.23,0,5053
Guyana,787215,2021-03,"Oxford/AstraZeneca, Sputnik V",32714,32714,0,0,24922,4.14,4.14,0,31532
Guyana,787215,2021-04,"Oxford/AstraZeneca, Sputnik V",126800,124000,2800,0,100313,16.04,15.69,0.35,126923
Guyana,787215,2021-05,"Oxford/AstraZeneca, Sputnik V",245614,187234,58380,0,127760,31.08,23.69,7.39,161652
Guyana,787215,2021-06,"Oxford/AstraZeneca, Sputnik V",341886,233134,108752,1866,81015,43.26,29.5,13.76,102508
Guyana,787215,2021-07,"Oxford/AstraZeneca, Sputnik V",389336,250712,138624,12234,46183,49.26,31.72,17.54,58436
Guyana,787215,2021-08,"Oxford/AstraZeneca, Sputnik V",474491,313469,161022,15718,85087,60.04,39.66,20.37,107660
Guyana,787215,2021-09,"Oxford/AstraZeneca, Sputnik V",543180,357208,185972,10269,71266,68.73,45.2,23.53,90175
Guyana,787215,2021-10,"Oxford/AstraZeneca, Sputnik V",621468,380257,241211,16228,80828,78.63,48.11,30.52,102270
Guyana,787215,2021-11,"Oxford/AstraZeneca, Sputnik V",678619,400561,278058,23547,53315,85.87,50.68,35.18,67461
Guyana,787215,2021-12,"Oxford/AstraZeneca, Sputnik V",715724,410499,294160,5683,40688,90.56,51.94,37.22,51481
Guyana,787215,2022-01,"Oxford/AstraZeneca, Sputnik V",775229,423439,312874,0,56341,98.09,53.58,39.59,71289
Guyana,787215,2022-02,"Oxford/AstraZeneca, Sputnik V",808206,431597,326867,1018,35824,102.26,54.61,41.36,45328
Guyana,787215,2022-03,"Oxford/AstraZeneca, Sputnik V",815448,433497,330026,0,4563,103.18,54.85,41.76,5774
Haiti,11426356,2021-07,"Johnson&Johnson, Moderna",6576,6576,341,3364,6053,0.06,0.06,0,526
Haiti,11426356,2021-08,"Johnson&Johnson, Moderna",35741,29332,6750,11975,27523,0.31,0.25,0.06,2388
Haiti,11426356,2021-09,"Johnson&Johnson, Moderna",67023,47010,20354,1767,34989,0.58,0.41,0.18,3034
Haiti,11426356,2021-10,"Johnson&Johnson, Moderna",135597,96262,39676,5217,57239,1.17,0.83,0.34,4957
Haiti,11426356,2021-11,"Johnson&Johnson, Moderna",184769,118222,66888,14852,61696,1.6,1.02,0.58,5344
Haiti,11426356,2021-12,"Johnson&Johnson, Moderna",197175,123936,73580,4278,10884,1.71,1.07,0.64,941
Haiti,11426356,2022-01,"Johnson&Johnson, Moderna",224249,143733,93809,0,22480,1.94,1.25,0.81,1950
Haiti,11426356,2022-02,"Johnson&Johnson, Moderna",234119,151962,101391,0,14851,2.03,1.32,0.88,1283
Haiti,11426356,2022-03,"Johnson&Johnson, Moderna",239355,156166,105573,0,2558,2.07,1.35,0.91,222
Holy See,801,,,,,,,,,,,
Honduras,9931333,2021-02,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",2684,2684,0,0,0,0.03,0.03,0,0
Honduras,9931333,2021-03,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",43073,43073,0,21470,46439,0.43,0.43,0,4608
Honduras,9931333,2021-04,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",57639,55000,2639,0,37638,0.57,0.55,0.03,3737
Honduras,9931333,2021-05,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",317257,209704,27585,0,173170,3.15,2.08,0.27,17205
Honduras,9931333,2021-06,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",684035,625910,58125,126491,476863,6.8,6.22,0.58,47387
Honduras,9931333,2021-07,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",1912232,1511974,194020,81065,1075451,19,15.03,1.93,106873
Honduras,9931333,2021-08,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",4077054,2768918,1308136,0,2181684,40.52,27.52,13,216808
Honduras,9931333,2021-09,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",5196072,3207579,1988868,0,1445465,51.64,31.87,19.76,143643
Honduras,9931333,2021-10,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",6854692,3841202,2968472,0,1392542,68.12,38.17,29.5,138381
Honduras,9931333,2021-11,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",7960942,4395843,3622891,0,1158493,79.11,43.68,36,115125
Honduras,9931333,2021-12,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",9589064,4915362,4296605,0,1531265,95.29,48.85,42.7,152167
Honduras,9931333,2022-01,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",10272600,5035861,4381943,0,901626,102.08,50.04,43.55,89599
Honduras,9931333,2022-02,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",11561083,5414940,4563441,0,899944,114.89,53.81,45.35,89431
Hong Kong,7507523,2021-02,"Pfizer/BioNTech, Sinovac",20678,20677,1,14587,11130,0.27,0.27,0,1474
Hong Kong,7507523,2021-03,"Pfizer/BioNTech, Sinovac",505076,461032,44044,484398,455726,6.69,6.1,0.58,60337
Hong Kong,7507523,2021-04,"Pfizer/BioNTech, Sinovac",1413770,916297,497472,908694,865915,18.72,12.13,6.59,114648
Hong Kong,7507523,2021-05,"Pfizer/BioNTech, Sinovac",2400494,1379460,1021033,986724,964853,31.78,18.26,13.52,127748
Hong Kong,7507523,2021-06,"Pfizer/BioNTech, Sinovac",3729353,2249111,1480240,1328859,1268207,49.38,29.78,19.6,167913
Hong Kong,7507523,2021-07,"Pfizer/BioNTech, Sinovac",5663225,3227302,2435910,1933872,1904398,74.98,42.73,32.25,252145
Hong Kong,7507523,2021-08,"Pfizer/BioNTech, Sinovac",7588565,4140009,3448396,1925340,1942215,100.47,54.81,45.66,257153
Hong Kong,7507523,2021-09,"Pfizer/BioNTech, Sinovac",8677070,4492536,4184242,1088505,1189599,114.89,59.48,55.4,157506
Hong Kong,7507523,2021-10,"Pfizer/BioNTech, Sinovac",9043844,4617671,4425465,366774,420344,119.74,61.14,58.59,55654
Hong Kong,7507523,2021-11,"Pfizer/BioNTech, Sinovac",9457719,4756164,4534510,413875,373551,125.22,62.97,60.04,49459
Hong Kong,7507523,2021-12,"Pfizer/BioNTech, Sinovac",9925613,4876510,4662023,467894,484019,131.42,64.57,61.73,64086
Hong Kong,7507523,2022-01,"Pfizer/BioNTech, Sinovac",11125576,5360891,4810652,1199963,1145895,147.3,70.98,63.69,151718
Hong Kong,7507523,2022-02,"Pfizer/BioNTech, Sinovac",13114676,6165369,5207780,1989100,1850371,173.64,81.63,68.95,244993
Hong Kong,7507523,2022-03,"Pfizer/BioNTech, Sinovac",13571126,6306417,5274800,456450,475110,179.68,83.5,69.84,62906
Hungary,9655983,2020-12,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",1094,0,0,0,18606,0.01,0,0,1932
Hungary,9655983,2021-01,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",299138,237872,61266,167806,221648,3.1,2.47,0.64,23011
Hungary,9655983,2021-02,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",936938,685247,251691,637800,562382,9.73,7.11,2.61,58374
Hungary,9655983,2021-03,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",2853155,2065948,787207,1761740,1849125,29.61,21.44,8.17,191931
Hungary,9655983,2021-04,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",5971865,4023137,1948728,2757236,2918172,61.99,41.76,20.23,302899
Hungary,9655983,2021-05,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",8832277,5176630,3655647,2731002,3036412,91.68,53.73,37.94,315171
Hungary,9655983,2021-06,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",9249943,5486514,4916927,220820,1208473,96.01,56.95,51.04,125427
Hungary,9655983,2021-07,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",0,5617260,5428980,0,771280,0,58.31,56.35,80042
Hungary,9655983,2021-08,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",0,5772010,5509130,0,771280,0,59.91,57.18,80042
Hungary,9655983,2021-09,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",12111107,5891228,5651539,0,743617,125.71,61.15,58.66,77172
Hungary,9655983,2021-10,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",12744317,5955207,5736378,0,597359,132.28,61.81,59.54,62007
Hungary,9655983,2021-11,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",14282270,6132549,5847405,0,1398669,148.25,63.65,60.69,145177
Hungary,9655983,2021-12,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",15074636,6266064,5981569,0,1077937,156.47,65.04,62.09,111884
Hungary,9655983,2022-01,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",15927853,6364167,6103465,0,698746,165.33,66.06,63.35,72529
Hungary,9655983,2022-02,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",16143987,6394782,6169995,0,273203,167.57,66.38,64.04,28360
Hungary,9655983,2022-03,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",0,6397623,6176191,0,0,0,66.41,64.11,0
Iceland,341628,2020-12,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",4875,4875,0,0,63,1.32,1.32,0,171
Iceland,341628,2021-01,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",15522,10702,4820,0,10993,4.21,2.9,1.31,29812
Iceland,341628,2021-02,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",32157,19593,12564,6751,14940,8.72,5.31,3.41,40509
Iceland,341628,2021-03,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",72987,49289,23698,11169,34380,19.79,13.36,6.43,93223
Iceland,341628,2021-04,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",145261,109409,36228,30373,59542,39.39,29.67,9.82,161453
Iceland,341628,2021-05,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",249800,171376,91893,62715,121582,67.73,46.47,24.92,329676
Iceland,341628,2021-06,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",401582,259385,192194,83403,143681,108.89,70.33,52.11,389599
Iceland,341628,2021-07,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",470374,269095,254443,47259,79950,127.54,72.97,68.99,216787
Iceland,341628,2021-08,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",527448,279365,263695,3568,56329,143.02,75.75,71.5,152735
Iceland,341628,2021-09,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",554603,281734,276522,13613,26952,150.38,76.39,74.98,73083
Iceland,341628,2021-10,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",570788,282927,278667,0,17787,154.77,76.72,75.56,48232
Iceland,341628,2021-11,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",648600,285721,281192,0,70185,175.87,77.47,76.25,190311
Iceland,341628,2021-12,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",716926,288241,283920,0,74577,194.4,78.16,76.99,202218
Iceland,341628,2022-01,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",775708,307594,286246,0,59234,210.34,83.41,77.62,160616
Iceland,341628,2022-02,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",801420,309374,289020,0,27475,217.31,83.89,78.37,74502
Iceland,341628,2022-03,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",803609,309518,289482,0,313,217.9,83.93,78.49,849
India,1382345085,2021-01,"Covaxin, Oxford/AstraZeneca, Sputnik V",3758843,3758843,0,3758843,3379485,0.27,0.27,0,2427
India,1382345085,2021-02,"Covaxin, Oxford/AstraZeneca, Sputnik V",14301266,11845075,2456191,10078106,10103631,1.03,0.85,0.18,7250
India,1382345085,2021-03,"Covaxin, Oxford/AstraZeneca, Sputnik V",65117896,55783201,9334695,50816630,47519159,4.67,4,0.67,34104
India,1382345085,2021-04,"Covaxin, Oxford/AstraZeneca, Sputnik V",151998107,125376952,26621155,77932654,84035890,10.91,9,1.91,60308
India,1382345085,2021-05,"Covaxin, Oxford/AstraZeneca, Sputnik V",210449895,167191085,43258810,55496176,58936437,15.1,12,3.1,42299
India,1382345085,2021-06,"Covaxin, Oxford/AstraZeneca, Sputnik V",329158139,271410023,57748116,118708244,113298089,23.62,19.48,4.14,81307
India,1382345085,2021-07,"Covaxin, Oxford/AstraZeneca, Sputnik V",461518479,359820313,101698166,118404290,134400232,33.12,25.82,7.3,96453
India,1382345085,2021-08,"Covaxin, Oxford/AstraZeneca, Sputnik V",644799225,497002083,147797142,140320023,171716830,46.27,35.67,10.61,123235
India,1382345085,2021-09,"Covaxin, Oxford/AstraZeneca, Sputnik V",886425292,648949043,237476249,241626067,243332341,63.62,46.57,17.04,174631
India,1382345085,2021-10,"Covaxin, Oxford/AstraZeneca, Sputnik V",1062631351,733542729,329088622,176206059,177588227,76.26,52.64,23.62,127447
India,1382345085,2021-11,"Covaxin, Oxford/AstraZeneca, Sputnik V",1237055142,789054196,448000946,174423791,171062063,88.78,56.63,32.15,122767
India,1382345085,2021-12,"Covaxin, Oxford/AstraZeneca, Sputnik V",1448865422,845640601,603224821,211810280,213102599,103.98,60.69,43.29,152937
India,1382345085,2022-01,"Covaxin, Oxford/AstraZeneca, Sputnik V",1664786038,943027714,709926447,215920616,218214711,119.48,67.68,50.95,156607
India,1382345085,2022-02,"Covaxin, Oxford/AstraZeneca, Sputnik V",1775178647,965733580,790556254,110392609,121784482,127.4,69.31,56.74,87402
India,1382345085,2022-03,"Covaxin, Oxford/AstraZeneca, Sputnik V",1789317128,967460932,802358408,14138481,15494735,128.41,69.43,57.58,11121
Indonesia,274021604,2021-01,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",515681,493133,22548,366439,400225,0.19,0.18,0.01,1450
Indonesia,274021604,2021-02,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",2690163,1691724,998439,1789566,1971942,0.97,0.61,0.36,7136
Indonesia,274021604,2021-03,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",11805314,8095717,3709597,7330741,8252322,4.27,2.93,1.34,29859
Indonesia,274021604,2021-04,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",20015745,12385886,7629859,8210431,8614157,7.24,4.48,2.76,31171
Indonesia,274021604,2021-05,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",27045507,16413672,10631835,7029762,7152504,9.79,5.94,3.85,25880
Indonesia,274021604,2021-06,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",42744641,29279142,13465499,15699134,13698507,15.47,10.59,4.87,49565
Indonesia,274021604,2021-07,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",67761337,47226514,20534823,25016696,24905732,24.52,17.09,7.43,90119
Indonesia,274021604,2021-08,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",98966499,63111288,35855211,31205162,30538547,35.81,22.84,12.97,110501
Indonesia,274021604,2021-09,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",142192361,91079001,51113360,43225862,41317401,51.45,32.96,18.5,149503
Indonesia,274021604,2021-10,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",193361231,119662248,73698983,51168870,50910520,69.97,43.3,26.67,184218
Indonesia,274021604,2021-11,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",234839306,139365438,95473868,41478075,43714024,84.98,50.43,34.55,158179
Indonesia,274021604,2021-12,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",274749184,161082857,113666327,39909878,38568889,99.42,58.29,41.13,139560
Indonesia,274021604,2022-01,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",0,184680997,128028074,0,38237748,0,66.83,46.33,138352
Indonesia,274021604,2022-02,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",0,190969599,144458756,0,33493740,0,69.1,52.27,121184
Indonesia,274021604,2022-03,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",353698734,192068763,148021351,0,8373435,127.98,69.5,53.56,30296
Iran,84176929,2021-02,"COVIran Barekat, Covaxin, FAKHRAVAC, Oxford/AstraZeneca, Razi Cov Pars, Sinopharm/Beijing, Soberana02, SpikoGen, Sputnik V",10000,10000,0,3000,46460,0.01,0.01,0,547
Iran,84176929,2021-03,"COVIran Barekat, Covaxin, FAKHRAVAC, Oxford/AstraZeneca, Razi Cov Pars, Sinopharm/Beijing, Soberana02, SpikoGen, Sputnik V",319890,124193,0,0,280275,0.38,0.15,0,3301
Iran,84176929,2021-04,"COVIran Barekat, Covaxin, FAKHRAVAC, Oxford/AstraZeneca, Razi Cov Pars, Sinopharm/Beijing, Soberana02, SpikoGen, Sputnik V",1068123,858296,209827,201060,580968,1.26,1.01,0.25,6829
Iran,84176929,2021-05,"COVIran Barekat, Covaxin, FAKHRAVAC, Oxford/AstraZeneca, Razi Cov Pars, Sinopharm/Beijing, Soberana02, SpikoGen, Sputnik V",3141577,2738504,403073,0,2616431,3.69,3.22,0.47,30770
Iran,84176929,2021-06,"COVIran Barekat, Covaxin, FAKHRAVAC, Oxford/AstraZeneca, Razi Cov Pars, Sinopharm/Beijing, Soberana02, SpikoGen, Sputnik V",5717914,4076904,1641010,0,2007371,6.72,4.79,1.93,23606
Iran,84176929,2021-07,"COVIran Barekat, Covaxin, FAKHRAVAC, Oxford/AstraZeneca, Razi Cov Pars, Sinopharm/Beijing, Soberana02, SpikoGen, Sputnik V",10168674,7741936,2426738,0,5281766,11.96,9.11,2.85,62114
Iran,84176929,2021-08,"COVIran Barekat, Covaxin, FAKHRAVAC, Oxford/AstraZeneca, Razi Cov Pars, Sinopharm/Beijing, Soberana02, SpikoGen, Sputnik V",27057253,18611135,8446118,881127,14802370,31.82,21.89,9.93,174086
Iran,84176929,2021-09,"COVIran Barekat, Covaxin, FAKHRAVAC, Oxford/AstraZeneca, Razi Cov Pars, Sinopharm/Beijing, Soberana02, SpikoGen, Sputnik V",51950783,36303822,15646961,1706088,26108677,61.1,42.7,18.4,307056
Iran,84176929,2021-10,"COVIran Barekat, Covaxin, FAKHRAVAC, Oxford/AstraZeneca, Razi Cov Pars, Sinopharm/Beijing, Soberana02, SpikoGen, Sputnik V",85369917,52199440,33088940,0,32636043,100.4,61.39,38.91,383825
Iran,84176929,2021-11,"COVIran Barekat, Covaxin, FAKHRAVAC, Oxford/AstraZeneca, Razi Cov Pars, Sinopharm/Beijing, Soberana02, SpikoGen, Sputnik V",104781077,57385036,46522058,171719,20144982,123.23,67.49,54.71,236920
Iran,84176929,2021-12,"COVIran Barekat, Covaxin, FAKHRAVAC, Oxford/AstraZeneca, Razi Cov Pars, Sinopharm/Beijing, Soberana02, SpikoGen, Sputnik V",116210697,59498870,51194091,0,12485107,136.67,69.97,60.21,146835
Iran,84176929,2022-01,"COVIran Barekat, Covaxin, FAKHRAVAC, Oxford/AstraZeneca, Razi Cov Pars, Sinopharm/Beijing, Soberana02, SpikoGen, Sputnik V",132202293,60770435,54116027,4977469,13768208,155.48,71.47,63.64,161922
Iran,84176929,2022-02,"COVIran Barekat, Covaxin, FAKHRAVAC, Oxford/AstraZeneca, Razi Cov Pars, Sinopharm/Beijing, Soberana02, SpikoGen, Sputnik V",141526830,62844117,55486457,8482147,10074242,166.45,73.91,65.26,118480
Iran,84176929,2022-03,"COVIran Barekat, Covaxin, FAKHRAVAC, Oxford/AstraZeneca, Razi Cov Pars, Sinopharm/Beijing, Soberana02, SpikoGen, Sputnik V",143232107,63221401,55822245,1183200,1531564,168.45,74.35,65.65,18013
Iraq,40372771,2021-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",26727,26727,0,0,32976,0.06,0.06,0,795
Iraq,40372771,2021-04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",298377,298377,0,9985,302717,0.72,0.72,0,7351
Iraq,40372771,2021-05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",582537,0,0,0,242850,1.41,0,0,5898
Iraq,40372771,2021-06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",805363,548696,256667,0,361530,1.96,1.33,0.62,8778
